kurs,q00_1,q00_2,q06_1,q06_20,q07_1,q08_1,q09_1,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q15_8,q15_9,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q16_8,q16_9,q16_10,q16_11,q16_12,q16_13,q16_14,q16_15,q16_16,q16_17,q16_18,q16_19,q16_20,q16_21,q16_22,q16_23,q16_24,q16_25,q16_26,q16_27,q16_28,q16_29,q16_30,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q18_9,q18_10,q18_11,q18_12,q18_13,q18_14,q18_15,q18_16,q18_17,q18_18,q18_19,q18_20,q18_21,q18_22,q18_23,q18_24,q18_25,q18_26,q18_27,q18_28,q18_29,q18_30,q18_31,q18_32,q18_33,q18_34,q18_35,nr,q01
B,5,W,2,4, Nichts, Bis 10 CHF,iPhone,5,5,1,5,5,5,5,4,4,5,-1,1,5,-1,-1,-1,4,-1,5,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,5,5,-1,2,2,4,3,1,5,5,3,3,5,5,5,5,1,5,5,4,3,5,2,5,5,2,4,4,4,4,4,2,5,3,-1,5,3,3,5,2,159,1715
B,6,M,4,6, Mehr als 20 CHF,NA,Android ,5,5,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,5,5,5,5,5,-1,-1,5,5,-1,-1,-1,-1,5,5,4,-1,5,5,5,5,5,-1,-1,5,-1,-1,-1,5,-1,-1,-1,-1,5,-1,160,2075
B,4,W,2,2, Bis 20 CHF, Nichts,iPhone,5,4,4,3,3,3,2,2,3,5,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,2,5,4,4,5,5,3,4,1,5,1,2,1,1,1,3,3,5,1,4,5,5,2,4,1,2,4,3,4,4,1,1,2,4,5,1,161,1975
B,6,M,2,1, Nichts, Mehr als 20 CHF,Android ,5,5,2,5,5,5,5,3,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,-1,-1,-1,-1,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,5,4,5,5,4,3,4,3,5,3,3,-1,-1,5,5,4,5,5,5,5,5,3,5,-1,4,5,3,5,-1,-1,-1,3,4,5,-1,162,1871
B,4,W,2,1, Weniger als 5 CHF, Bis 10 CHF,Android ,5,5,3,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,4,-1,3,5,4,4,-1,4,5,-1,3,-1,-1,4,4,4,5,4,3,5,5,-1,-1,-1,3,4,2,5,3,-1,-1,2,4,5,-1,163,2092
B,5,W,1,2, Nichts, Bis 10 CHF,Android ,5,4,4,3,4,5,5,5,5,4,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,3,4,5,4,3,2,4,5,3,4,1,1,2,3,4,4,1,4,5,4,4,4,1,2,4,2,4,4,1,1,2,3,5,2,164,1993
B,4,M,2,3, Nichts, Mehr als 20 CHF,iPhone,5,2,3,2,4,4,4,2,2,2,3,4,-1,-1,-1,3,-1,5,-1,1,5,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,4,4,4,4,3,3,3,4,2,1,2,2,3,2,2,4,3,3,4,5,2,3,3,4,4,3,3,3,1,2,2,3,5,3,165,1717
B,5,W,3,3, Nichts, Weniger als 5 CHF,iPhone,5,5,4,4,5,5,4,5,5,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,3,4,5,4,1,1,1,5,1,4,1,1,4,1,3,4,1,4,4,2,4,1,1,1,4,1,4,3,1,1,1,3,3,1,166,2256
B,5,W,1,3, Weniger als 5 CHF, Bis 10 CHF,iPhone,5,5,3,5,5,5,2,4,4,5,1,1,4,1,1,2,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,5,4,4,3,2,5,4,3,3,2,5,2,3,3,1,5,4,4,5,4,4,5,4,4,4,1,4,5,3,5,4,-1,-1,3,4,5,2,167,1760
B,5,W,1,3, Nichts,NA,Andere,5,5,3,5,5,5,5,4,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,3,-1,-1,-1,3,-1,-1,-1,2,-1,-1,-1,1,-1,-1,-1,3,2,4,4,4,5,5,2,3,4,4,3,2,2,1,2,2,2,5,2,3,5,4,4,5,1,3,4,2,4,4,-1,-1,2,3,5,3,168,1414
B,5,W,4,4, Nichts, Mehr als 20 CHF,iPhone,5,5,4,5,5,5,5,5,5,5,1,2,-1,-1,-1,3,-1,3,-1,5,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,3,4,5,4,5,5,5,1,3,5,5,2,2,2,1,4,5,4,5,1,5,5,5,5,1,1,2,5,1,5,5,1,1,3,4,5,3,169,2571
B,6,M,3,3, Weniger als 5 CHF, Weniger als 5 CHF,iPhone,5,5,-1,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,2,-1,-1,-1,3,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,3,3,1,2,5,5,2,3,5,3,4,4,2,2,5,4,3,5,1,5,5,5,3,4,1,2,5,1,4,4,2,1,1,3,5,1,170,1709
B,4,M,1,5, Nichts, Mehr als 20 CHF,Android ,5,3,3,3,5,5,-1,5,4,5,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,1,5,3,2,1,2,1,3,1,1,1,5,4,3,5,2,3,3,2,1,1,1,1,4,1,3,3,2,1,3,3,2,1,171,2395
B,5,W,2,3, Nichts, Bis 20 CHF,iPhone,5,5,5,5,5,5,5,5,5,4,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,3,4,4,2,4,5,5,3,3,4,5,5,4,4,4,1,4,4,5,2,2,5,4,4,3,3,1,-1,2,5,5,1,1,2,3,5,1,172,1564
B,4,W,1,6, Nichts, Bis 20 CHF,iPhone,5,4,4,4,5,5,-1,4,4,5,1,1,1,1,1,2,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,4,5,3,5,5,3,4,5,5,4,3,3,1,5,1,4,5,1,1,5,1,1,4,1,2,4,1,4,4,1,1,3,3,5,1,173,1372
B,6,M,2,5, Bis 10 CHF, Bis 20 CHF,Android ,5,5,-1,5,5,5,5,3,5,5,5,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,4,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,1,5,5,2,4,2,5,1,2,1,1,4,4,4,5,1,1,4,5,1,3,1,1,3,1,5,3,1,1,4,4,5,1,174,1871
B,4,M,2,4, Nichts, Mehr als 20 CHF,Android ,5,2,4,2,4,5,4,4,3,4,4,2,1,1,5,2,1,1,1,2,1,4,1,1,1,3,1,1,3,2,1,1,1,2,1,1,1,3,2,4,3,3,5,3,3,4,4,5,4,4,3,2,4,3,3,4,2,5,5,4,4,4,1,4,4,3,3,2,1,1,3,2,4,1,175,2377
B,4,W,3,2, Nichts, Nichts,Android ,5,4,3,4,5,5,5,4,4,5,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,4,2,5,4,5,5,4,2,2,1,4,1,4,1,1,3,5,4,-1,2,5,-1,5,3,2,1,1,-1,1,5,2,1,1,2,3,5,4,176,2214
B,4,M,3,3, Weniger als 5 CHF, Weniger als 5 CHF,iPhone,5,5,5,5,5,5,5,2,2,5,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,3,4,3,1,5,4,2,4,4,5,3,3,1,1,1,2,3,4,1,1,5,4,4,4,1,1,4,1,5,1,1,1,3,3,5,3,177,1681
B,4,M,4,2, Nichts, Bis 20 CHF,iPhone,3,4,4,4,5,5,-1,4,4,5,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,4,1,1,2,1,4,1,1,1,1,1,1,2,1,4,4,4,5,4,4,4,5,5,5,3,3,1,5,4,4,5,3,5,5,4,4,2,1,1,4,2,4,3,1,1,3,3,4,2,178,1766
B,6,W,3,2, Nichts, Mehr als 20 CHF,Android ,5,5,-1,5,5,5,5,2,5,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,4,4,5,5,4,5,5,4,5,5,5,5,5,5,1,4,4,4,5,1,2,1,4,4,4,1,4,5,4,5,4,1,1,2,4,5,1,179,2050
B,3,W,1,3, Weniger als 5 CHF, Nichts,iPhone,5,5,2,2,5,5,5,5,5,5,-1,4,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,3,1,4,2,2,5,4,2,2,5,5,1,3,-1,-1,3,2,2,4,4,4,4,3,4,1,1,4,4,1,4,4,-1,-1,-1,1,3,3,180,1560
B,6,W,2,5, Nichts, Bis 10 CHF,iPhone,5,5,5,5,5,5,5,5,4,5,2,3,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,4,5,4,1,3,5,5,5,4,1,1,5,3,3,4,1,5,5,4,4,3,1,1,5,1,4,4,1,1,3,3,5,1,181,1796
B,5,M,2,4, Weniger als 5 CHF, Weniger als 5 CHF,Android ,5,4,4,5,4,5,-1,5,5,4,5,3,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,1,3,1,1,1,2,5,3,1,5,4,1,1,3,5,5,1,1,1,5,4,3,4,5,5,5,5,4,4,3,3,2,3,5,4,3,1,1,2,5,3,182,2286
B,2,W,1,1, Nichts, Weniger als 5 CHF,Android ,5,5,1,3,5,5,5,5,3,5,-1,-1,4,-1,-1,4,-1,-1,-1,-1,-1,-1,4,-1,-1,4,-1,-1,-1,3,5,-1,-1,5,-1,-1,-1,3,-1,3,2,3,5,5,3,4,5,5,4,4,4,1,1,3,2,4,4,1,3,4,1,1,1,1,5,2,5,2,1,1,2,4,1,1,183,1042
B,3,M,1,3, Nichts, Nichts,iPhone,5,4,3,4,4,5,5,3,3,4,-1,-1,-1,-1,-1,2,1,-1,-1,-1,4,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,3,1,5,4,2,4,5,5,5,5,2,1,4,4,4,1,1,3,5,5,3,5,3,4,5,5,5,2,1,1,2,5,-1,1,184,2493
B,4,M,1,3, Nichts, Bis 10 CHF,Android ,5,4,5,5,5,5,5,3,5,5,1,1,1,1,4,1,1,1,1,5,1,1,1,1,4,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,3,5,5,5,4,5,5,1,1,4,4,4,4,4,4,4,4,3,1,1,4,1,5,5,1,1,1,4,5,1,185,2728
B,3,M,1,4, Weniger als 5 CHF, Mehr als 20 CHF,iPhone,5,5,1,4,3,3,2,2,2,5,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,3,1,1,1,3,2,5,2,4,2,3,1,3,4,5,3,2,2,1,3,5,3,5,1,2,2,3,3,4,1,1,4,1,4,1,1,1,4,4,3,1,186,2327
B,6,W,2,5, Weniger als 5 CHF, Weniger als 5 CHF,iPhone,5,5,3,4,5,5,5,5,5,5,2,3,5,1,1,2,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,4,3,4,5,5,3,3,5,5,4,4,2,1,3,4,4,4,1,5,5,3,2,2,1,1,4,2,5,2,1,1,2,3,4,4,187,1903
B,4,M,2,2, Nichts, Bis 20 CHF,Android ,5,4,4,4,5,4,-1,4,4,5,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,4,2,5,3,5,5,5,2,2,4,5,4,2,1,1,5,3,4,5,3,2,5,4,4,4,1,1,4,4,4,1,1,1,1,4,5,2,188,1966
B,4,M,5,1, Weniger als 5 CHF, Mehr als 20 CHF,Android ,5,5,-1,4,5,5,-1,3,4,5,1,-1,1,-1,-1,2,-1,-1,4,-1,4,4,-1,2,2,-1,-1,-1,4,-1,5,1,3,-1,-1,-1,-1,3,1,4,3,1,5,4,4,4,5,5,5,3,-1,1,5,3,3,4,5,5,5,5,2,4,3,3,4,2,5,5,-1,-1,2,4,5,-1,189,2391
B,5,W,1,1, Bis 10 CHF, Bis 10 CHF,iPhone,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,3,3,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,5,4,4,5,5,3,3,5,5,3,4,3,-1,4,4,4,5,5,5,5,4,4,4,3,2,4,2,4,4,1,1,3,3,5,3,190,2243
B,4,W,2,3, Nichts, Bis 20 CHF,Android ,5,5,4,5,5,5,5,5,4,5,1,1,1,3,1,1,3,1,4,4,2,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,2,4,4,3,5,5,2,4,4,5,4,4,1,1,1,4,3,5,1,5,4,4,4,2,4,4,4,2,5,4,1,1,2,1,5,4,191,1882
B,6,M,4,4, Weniger als 5 CHF, Mehr als 20 CHF,Android ,5,5,2,5,5,5,4,4,4,1,5,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,1,1,4,2,2,1,1,3,1,1,1,2,2,5,3,3,5,4,3,3,4,5,3,2,2,1,4,4,4,4,2,5,5,5,4,3,2,1,5,4,5,3,2,1,4,2,5,1,192,2136
B,5,W,2,4, Nichts, Nichts,iPhone,5,5,3,3,4,5,5,4,3,5,-1,-1,5,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,4,3,4,3,2,5,4,2,3,3,5,4,4,1,1,1,1,1,4,3,5,5,4,3,4,1,4,4,1,5,3,1,1,3,3,5,4,193,2869
B,6,W,1,3, Bis 20 CHF, Nichts,Android ,5,5,1,-1,5,5,5,5,5,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,5,5,1,1,1,5,1,3,1,1,1,3,4,5,1,5,5,3,2,1,1,3,4,1,5,5,1,1,3,3,4,1,194,2533
B,4,W,1,3, Nichts, Weniger als 5 CHF,Android ,5,4,2,4,4,4,5,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,5,3,4,1,5,4,4,5,1,1,3,3,4,1,4,4,4,1,4,1,1,4,1,4,4,1,1,2,3,5,2,195,2591
B,4,W,3,4, Weniger als 5 CHF, Weniger als 5 CHF,iPhone,5,3,1,3,2,5,5,4,5,5,-1,-1,5,-1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,4,4,5,1,2,5,5,1,2,3,4,1,1,1,1,3,3,2,4,2,1,4,2,2,2,1,1,4,1,4,3,-1,-1,1,3,1,-1,196,2281
B,4,M,2,2, Weniger als 5 CHF, Weniger als 5 CHF,Android ,4,3,2,3,4,2,2,3,3,5,1,1,2,1,1,1,3,1,1,1,1,4,3,1,1,3,1,1,1,1,1,1,1,1,1,1,5,3,1,3,4,1,5,4,3,3,3,5,2,2,2,1,1,3,4,3,1,4,4,4,4,3,3,1,3,1,4,3,2,1,1,4,3,1,197,2102
B,4,M,1,1, Nichts, Bis 20 CHF,iPhone,5,2,5,2,5,5,5,5,5,5,1,1,4,1,1,1,5,5,1,5,1,1,1,1,1,4,1,1,4,1,1,4,1,5,1,1,1,1,4,5,2,2,5,5,1,5,5,5,2,2,1,1,5,4,4,4,1,1,4,2,1,1,4,1,4,1,4,1,1,1,1,4,4,4,198,2311
B,5,M,1,4, Nichts, Weniger als 5 CHF,iPhone,5,3,3,2,4,5,-1,4,3,5,1,1,1,1,1,3,1,1,1,3,1,4,1,2,1,1,1,1,2,1,1,1,5,1,1,1,1,4,1,4,3,1,5,5,3,3,4,5,4,3,1,1,3,4,4,4,1,5,5,4,4,1,1,1,4,1,4,4,1,1,3,4,5,3,199,2316
B,5,W,2,3, Weniger als 5 CHF, Bis 20 CHF,iPhone,5,4,3,5,5,5,5,5,5,4,1,1,5,1,1,3,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,5,5,5,5,3,3,5,5,5,4,4,4,4,4,4,5,4,5,5,5,5,4,2,4,5,3,4,4,1,1,3,4,5,4,200,1813
B,6,M,5,3, Weniger als 5 CHF, Weniger als 5 CHF,Android ,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,5,5,3,2,2,3,2,2,2,2,2,2,2,201,2345
B,6,M,2,5, Nichts, Bis 10 CHF,iPhone,5,5,1,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,1,5,5,3,3,4,1,5,3,1,2,4,4,3,5,4,5,5,5,2,2,2,2,3,1,5,5,1,1,3,4,5,1,202,1567
B,5,M,3,2, Weniger als 5 CHF, Bis 20 CHF,iPhone,5,5,4,5,5,5,5,5,5,5,1,1,5,1,1,2,1,1,1,1,5,1,1,1,2,3,1,2,1,1,1,5,1,1,1,1,1,3,1,5,1,1,5,5,3,5,5,5,5,1,1,1,5,5,4,5,1,4,5,5,3,1,4,1,5,1,5,5,1,4,3,5,5,4,203,2024
B,2,M,2,3, Bis 10 CHF, Bis 20 CHF,iPhone,5,4,2,4,3,3,2,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,5,4,4,4,3,2,3,4,5,4,4,4,-1,3,4,3,5,1,4,3,3,3,1,1,1,4,3,3,2,-1,-1,2,4,5,-1,204,1355
B,3,M,1,2, Weniger als 5 CHF, Nichts,Android ,5,5,5,5,5,5,5,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,3,-1,4,-1,-1,-1,-1,-1,-1,2,1,4,4,4,5,5,3,4,5,5,3,5,1,1,5,4,4,5,3,5,5,4,3,1,1,1,2,2,5,2,1,1,1,4,5,1,205,1557
B,3,M,3,3, Bis 20 CHF, Bis 20 CHF,iPhone,5,4,4,4,5,4,5,5,5,5,4,1,3,1,1,4,1,1,1,1,1,4,1,2,1,4,1,1,1,1,1,1,1,4,1,1,1,4,4,5,5,1,5,5,1,1,5,5,4,1,1,4,5,4,4,5,1,4,4,4,4,4,1,1,4,1,5,1,1,1,4,4,5,1,206,2549
B,5,M,3,4, Nichts, Bis 10 CHF,iPhone,5,4,-1,3,4,4,-1,4,3,5,4,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,2,3,4,1,5,4,2,3,4,4,3,4,3,1,4,4,3,4,3,4,3,5,4,3,1,3,4,1,4,2,1,1,2,4,5,1,207,1554
B,5,M,2,3, Weniger als 5 CHF, Bis 10 CHF,Android ,5,5,5,5,5,5,5,4,4,4,5,-1,4,4,-1,3,-1,-1,5,-1,-1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,5,-1,5,-1,4,-1,5,4,4,5,5,4,4,5,4,5,5,4,-1,5,4,4,5,2,2,2,4,5,4,4,4,5,3,5,5,-1,4,4,4,5,4,208,2253
B,4,W,3,5, Weniger als 5 CHF, Weniger als 5 CHF,iPhone,5,4,3,3,5,4,2,4,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,4,1,1,3,3,5,4,3,5,4,4,4,3,5,4,4,4,2,3,3,4,5,2,2,5,4,4,2,2,2,4,2,4,1,1,1,3,1,4,1,209,2468
B,5,M,3,2, Weniger als 5 CHF, Nichts,iPhone,5,5,2,5,5,5,5,5,5,5,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,4,1,5,4,2,5,5,5,3,5,5,3,4,1,1,5,5,1,5,1,1,5,2,2,5,1,1,4,1,5,4,1,1,4,4,1,1,210,1547
B,4,W,4,5, Weniger als 5 CHF, Bis 20 CHF,Android ,5,-1,-1,-1,4,5,-1,4,4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,-1,4,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,4,3,3,5,5,4,4,2,5,2,2,2,1,5,4,3,5,4,4,3,5,4,3,1,1,4,1,4,1,-1,-1,3,3,5,-1,211,2328
B,5,W,1,4, Weniger als 5 CHF, Mehr als 20 CHF,Android ,5,3,2,4,3,4,1,2,1,5,3,1,1,1,1,1,1,1,1,1,1,5,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,5,3,2,4,2,1,1,4,5,4,4,3,1,1,3,1,3,1,1,5,3,5,2,1,1,4,1,4,1,1,1,1,1,5,1,212,2206
B,5,W,2,4, Nichts, Bis 10 CHF,Android ,5,5,3,2,5,5,-1,3,5,5,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,4,1,5,3,2,4,3,5,1,1,1,1,4,5,4,5,4,4,5,5,3,2,1,5,4,1,5,5,1,1,2,1,5,1,213,2130
B,6,W,4,3, Weniger als 5 CHF, Bis 20 CHF,iPhone,-1,-1,2,5,5,-1,-1,-1,-1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,3,1,4,1,1,1,1,1,4,1,5,4,5,5,5,3,3,4,5,4,4,2,1,3,3,4,5,2,5,5,5,3,3,1,1,5,1,5,5,1,1,2,5,5,1,214,1919
B,3,M,2,2, Weniger als 5 CHF, Nichts,Android ,5,5,5,5,5,5,5,5,5,4,1,1,1,1,4,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,1,5,4,4,5,5,5,1,4,1,1,3,4,4,5,1,1,3,4,3,1,1,1,5,1,4,4,1,1,2,3,5,1,215,2056
B,6,M,5,3, Nichts, Nichts,Android ,5,5,3,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,3,1,5,5,1,3,5,5,5,4,1,1,4,5,4,5,1,3,4,4,3,1,1,5,3,3,5,1,1,1,1,3,5,1,216,1849
B,5,M,5,3, Weniger als 5 CHF, Weniger als 5 CHF,Android ,5,5,1,5,3,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,5,4,1,5,4,1,1,4,5,1,3,1,1,3,3,4,4,2,3,5,4,4,4,1,1,4,1,5,4,1,1,3,4,5,1,217,2554
B,7,M,3,4, Nichts, Bis 20 CHF,Android ,5,5,1,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,3,-1,3,-1,-1,3,3,2,2,-1,-1,-1,-1,-1,5,-1,3,3,3,1,2,5,4,2,2,4,5,5,5,5,4,4,3,2,4,4,1,4,5,5,4,1,1,4,2,4,4,1,5,3,4,5,1,218,2554
B,4,M,3,3, Nichts, Nichts,iPhone,5,5,5,-1,5,5,5,5,4,4,1,1,4,1,1,2,1,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,3,-1,4,3,2,5,3,3,2,2,4,3,3,1,3,4,3,4,5,1,2,2,3,5,2,2,2,4,1,4,3,1,1,2,4,3,2,219,1583
B,5,M,2,1, Nichts, Nichts,Android ,5,5,4,4,5,4,3,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,3,5,5,2,3,2,5,1,4,1,1,5,2,3,4,1,3,3,4,2,3,1,1,4,2,4,1,1,1,2,3,5,1,220,1538
B,5,W,2,2, Nichts, Weniger als 5 CHF,iPhone,5,5,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,4,2,5,5,5,5,5,3,4,1,5,1,4,1,1,5,5,5,5,2,5,5,5,5,5,1,1,5,1,5,1,1,1,3,2,5,1,221,2364
B,6,W,3,5, Nichts, Nichts,Android ,5,4,2,2,4,5,4,2,2,5,1,1,1,1,1,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,3,1,5,5,4,4,4,1,1,5,1,1,5,5,4,5,1,1,5,3,3,4,4,1,4,1,4,4,1,1,2,2,3,1,222,1249
B,5,M,1,4, Weniger als 5 CHF, Bis 10 CHF,Android ,5,5,2,5,4,5,5,5,4,4,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,4,4,4,5,4,3,4,3,5,4,4,3,1,1,4,1,5,2,1,4,5,2,4,1,3,3,1,3,3,-1,-1,-1,3,5,-1,223,1574
B,3,M,1,2, Nichts, Mehr als 20 CHF,Android ,-1,3,4,3,-1,-1,-1,-1,-1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,1,1,4,1,1,1,1,1,1,3,3,3,2,4,5,5,1,3,4,5,5,4,3,1,1,3,3,4,3,4,4,4,4,1,1,1,4,4,4,2,1,1,2,3,5,3,224,2461
B,4,W,1,1, Nichts, Bis 20 CHF,Android ,5,4,3,4,5,3,5,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,3,1,5,5,5,4,5,5,1,1,4,1,1,3,4,4,5,2,1,2,5,2,4,1,4,4,1,4,1,1,1,1,1,4,1,225,1738
B,5,M,1,4, Nichts, Nichts,Android ,5,4,3,4,4,5,5,5,5,5,-1,-1,5,-1,-1,4,-1,-1,-1,5,-1,3,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,5,1,2,5,5,5,-1,4,5,4,5,-1,1,1,5,4,5,4,1,5,5,1,4,1,4,5,1,4,1,1,1,2,1,5,1,226,1931
B,5,M,1,2, Weniger als 5 CHF, Mehr als 20 CHF,iPhone,5,5,5,5,5,5,5,5,5,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,2,5,5,1,4,5,5,4,5,2,3,5,4,4,4,4,5,5,5,4,4,1,2,5,1,5,3,1,4,4,2,5,2,227,2325
