kurs,q00_1,q00_2,q06_1,q06_20,q07_1,q08_1,q09_1,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q15_8,q15_9,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q16_8,q16_9,q16_10,q16_11,q16_12,q16_13,q16_14,q16_15,q16_16,q16_17,q16_18,q16_19,q16_20,q16_21,q16_22,q16_23,q16_24,q16_25,q16_26,q16_27,q16_28,q16_29,q16_30,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q18_9,q18_10,q18_11,q18_12,q18_13,q18_14,q18_15,q18_16,q18_17,q18_18,q18_19,q18_20,q18_21,q18_22,q18_23,q18_24,q18_25,q18_26,q18_27,q18_28,q18_29,q18_30,q18_31,q18_32,q18_33,q18_34,q18_35,nr,q01
B,4,M,3,2, Nichts, Nichts,iPhone,5,4,4,4,5,5,5,5,4,5,1,1,4,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,3,2,4,5,1,5,4,3,4,4,5,4,3,1,1,5,4,4,5,2,5,5,5,5,4,2,1,1,1,4,2,1,2,3,3,5,2,297,1790
B,5,W,3,3, Nichts, Weniger als 5 CHF,Android ,5,4,3,4,4,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,5,4,2,2,4,5,4,5,-1,1,3,4,3,4,1,1,4,4,3,4,1,3,2,1,4,2,1,1,3,3,5,1,298,1929
B,5,M,4,2, Nichts, Bis 20 CHF,Android ,5,4,4,4,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,4,-1,-1,-1,-1,4,-1,4,-1,-1,5,-1,-1,-1,-1,4,5,4,5,5,5,4,4,5,5,5,4,4,3,5,5,4,5,5,5,5,5,5,5,-1,4,5,3,3,3,3,3,3,4,5,-1,299,1733
B,6,M,2,2, Nichts, Mehr als 20 CHF,iPhone,2,5,4,4,5,4,3,3,2,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,3,2,4,5,1,2,4,4,4,4,4,2,1,3,4,4,4,1,4,5,4,3,1,1,1,1,1,4,4,1,1,2,1,5,1,300,1618
B,7,M,4,5, Bis 10 CHF, Bis 20 CHF,Android ,5,5,1,5,5,5,5,5,5,-1,-1,3,5,-1,-1,3,5,-1,-1,4,-1,4,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,5,3,1,5,4,1,1,5,5,5,4,4,1,3,5,4,5,5,3,5,5,2,2,1,1,4,3,4,4,1,1,4,4,5,1,301,1993
B,4,M,2,4, Weniger als 5 CHF, Nichts,iPhone,5,5,1,5,3,-1,3,1,1,5,-1,-1,-1,-1,-1,4,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,3,5,4,4,5,5,1,4,5,5,1,1,1,1,1,4,4,5,1,5,5,5,5,4,1,1,5,3,5,4,1,1,1,4,5,1,302,2728
B,5,W,2,2, Nichts, Nichts,Android ,5,5,2,5,5,5,-1,5,1,5,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,3,5,5,5,4,-1,4,5,5,4,5,1,1,1,4,4,5,1,5,5,4,5,1,1,1,5,1,5,5,1,1,3,5,5,1,303,2201
B,5,W,4,3, Nichts, Bis 10 CHF,iPhone,5,5,5,5,5,5,1,5,1,5,1,1,1,1,1,1,2,1,1,5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,2,5,5,3,3,1,5,1,1,1,1,4,3,3,4,2,5,5,4,4,3,2,1,3,1,4,3,1,1,3,1,5,1,304,1815
B,3,W,2,1, Nichts, Weniger als 5 CHF,Android ,5,2,1,2,4,4,2,2,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,4,4,4,5,4,2,2,4,5,5,4,3,1,1,1,1,5,1,2,3,2,2,2,2,2,2,2,4,2,2,2,2,5,2,2,305,2884
B,5,W,1,2, Weniger als 5 CHF, Bis 20 CHF,Mobiltelefon,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,2035
B,5,K,1,1, Nichts, Nichts,Mobiltelefon,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,-1,1,1,1,4,1,1,1,1,1,4,5,1,1,1,5,1,1,1,1,1,1,4,1,1,-1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,1930
B,4,M,6,3, Nichts, Bis 10 CHF,Android ,5,5,-1,5,3,4,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,2363
B,3,M,3,4, Weniger als 5 CHF, Bis 20 CHF,iPhone,5,2,4,2,5,4,4,4,4,4,-1,-1,4,-1,-1,4,-1,-1,4,-1,3,-1,-1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,4,-1,4,2,-1,5,4,3,3,4,5,4,3,3,-1,3,3,3,5,-1,5,5,3,2,3,-1,-1,5,-1,4,-1,-1,-1,3,4,4,-1,309,2015
B,6,W,3,6, Nichts, Nichts,Android ,4,2,-1,2,1,3,2,2,1,5,2,-1,4,-1,-1,-1,3,-1,-1,-1,-1,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,3,2,1,5,5,-1,2,4,1,4,3,3,1,1,2,2,5,2,1,3,2,1,1,1,1,3,1,4,4,-1,-1,3,-1,-1,-1,310,2021
B,3,W,1,2, Nichts, Weniger als 5 CHF,Android ,5,5,3,5,5,5,5,5,5,4,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,4,4,5,4,1,1,1,4,1,2,1,1,1,3,3,4,1,2,4,2,1,3,1,3,4,4,4,2,1,1,1,3,4,1,311,2093
B,2,W,2,3, Nichts, Nichts,iPhone,5,4,1,4,4,2,2,2,2,5,5,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,1,1,5,5,1,1,4,2,2,5,1,1,1,4,4,5,1,5,5,5,2,3,1,1,5,1,2,2,1,1,1,1,5,1,312,2054
B,5,W,1,4, Nichts, Weniger als 5 CHF,iPhone,5,5,4,5,5,5,5,4,4,5,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,3,1,4,5,5,1,3,1,5,1,4,1,1,1,3,3,4,1,5,5,1,1,1,1,1,4,3,5,4,1,1,1,3,5,1,313,1534
B,3,M,2,5, Bis 10 CHF, Bis 20 CHF,Android ,5,5,3,5,5,5,5,5,4,4,4,4,3,3,3,3,4,2,1,3,2,2,2,1,1,4,1,1,3,1,3,2,1,2,1,1,1,3,3,4,4,4,4,4,3,4,3,5,4,4,3,1,4,4,3,5,3,3,4,4,4,3,3,3,4,4,4,3,2,1,3,4,5,3,314,2100
B,4,M,1,4, Nichts, Bis 20 CHF,Android ,3,4,4,4,3,2,1,4,2,5,3,2,-1,-1,-1,3,2,-1,-1,4,-1,4,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,5,4,4,5,4,3,4,4,4,4,4,1,1,5,2,2,5,4,3,4,4,1,1,2,1,3,2,5,5,1,1,2,1,4,2,315,1849
B,4,M,1,3, Bis 10 CHF, Bis 20 CHF,iPhone,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,-1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,4,4,-1,5,4,-1,-1,5,5,-1,-1,-1,5,5,1,-1,5,5,-1,2,5,5,-1,5,2,2,2,-1,3,5,4,1,1,5,5,-1,2,316,1810
B,4,M,2,2, Weniger als 5 CHF, Mehr als 20 CHF,Android ,5,5,2,5,5,5,1,5,3,5,1,1,1,1,1,4,1,1,5,1,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,3,2,1,5,4,3,3,5,5,3,4,1,1,3,4,3,5,5,5,4,4,3,3,1,3,4,2,4,2,2,1,3,4,5,2,317,1813
B,5,M,4,1, Nichts, Bis 10 CHF,Android ,5,4,2,4,4,4,5,4,4,2,4,1,1,1,4,1,1,1,2,5,4,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,5,3,5,5,4,3,3,3,5,3,4,1,1,1,3,4,5,4,5,5,5,5,4,1,3,5,5,4,3,1,1,2,4,5,1,318,1800
B,4,M,2,1, Nichts, Bis 10 CHF,Android ,5,5,1,5,4,3,1,2,1,5,5,5,1,1,1,1,5,1,1,4,1,4,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,4,4,5,5,4,5,5,1,4,5,5,5,5,5,1,1,4,4,5,3,1,5,4,4,3,5,1,5,1,5,4,1,1,4,4,5,1,319,1456
B,4,M,2,2, Weniger als 5 CHF, Bis 10 CHF,Android ,5,4,4,4,4,4,4,4,4,5,4,2,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,4,5,-1,-1,5,5,-1,-1,5,5,4,4,4,-1,4,4,4,4,3,-1,3,3,-1,3,-1,-1,3,-1,3,3,-1,-1,-1,-1,4,-1,320,2535
B,5,M,3,4,NA,NA,iPhone,5,4,4,4,5,5,4,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,4,-1,-1,-1,-1,-1,4,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,4,4,-1,5,5,-1,4,4,5,4,4,4,-1,5,4,4,5,4,5,5,5,5,5,3,3,-1,-1,4,4,-1,-1,3,4,5,4,321,1645
B,5,W,5,5, Weniger als 5 CHF, Bis 10 CHF,Android ,5,3,1,1,5,4,-1,5,2,3,3,1,5,1,1,1,2,1,1,4,1,3,1,1,1,1,1,1,1,4,1,5,1,4,5,5,1,4,1,4,3,2,5,5,4,3,5,5,3,5,1,5,5,4,4,5,4,5,5,5,5,4,2,4,4,2,4,4,4,5,2,4,3,1,322,1926
B,3,M,4,2, Weniger als 5 CHF, Mehr als 20 CHF,iPhone,4,4,2,3,3,4,3,4,2,4,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2,4,3,3,3,3,4,4,3,3,3,5,1,1,3,4,2,5,2,3,3,3,4,5,2,4,4,4,5,-1,1,1,2,4,5,1,323,1887
B,4,W,2,2, Nichts, Bis 10 CHF,iPhone,5,4,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,3,5,5,5,3,1,4,5,4,4,4,1,2,4,4,5,1,4,5,1,1,3,1,3,5,1,5,4,1,1,2,4,5,1,324,2176
B,4,M,1,3, Nichts, Nichts,Android ,5,4,1,1,4,4,4,4,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,4,1,5,5,1,1,5,5,1,4,1,1,5,3,2,5,2,1,1,4,4,2,1,4,3,1,5,1,1,1,1,4,5,1,325,1581
B,4,W,1,1, Nichts, Nichts,Android ,4,5,1,5,1,5,1,2,3,5,3,1,1,4,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,2,4,4,1,3,4,4,4,4,1,1,4,4,4,4,1,1,2,4,3,4,3,3,4,2,4,1,1,1,2,3,4,1,326,1692
